Rank,Author,Title,Citations,Year,Publisher,Venue,Source,cit/year
43,J Preskill,Reliable quantum computers,1423,1998, royalsocietypublishing.org, Proceedings of the Royal Society of London …,https://royalsocietypublishing.org/doi/abs/10.1098/rspa.1998.0167,53
98,D Gottesman,The Heisenberg representation of quantum computers,1259,1998, arxiv.org,ph/9807006,https://arxiv.org/abs/quant-ph/9807006,47
64,J Gruska,Quantum computing,1130,1999, fi.muni.cz,,https://www.fi.muni.cz/usr/gruska/quantum13f/qc1309.pdf,43
13,CP Williams,Explorations in quantum computing,1116,2010, books.google.com,,https://books.google.com/books?hl=en&lr=&id=QE8S--WjIFwC&oi=fnd&pg=PR8&dq=quantum+computer&ots=BMFIWJ-y-J&sig=OFBpKUbdEXyQitWN6R_Ucg_OT8w,74
21,"P Kaye, R Laflamme, M Mosca",An introduction to quantum computing,1076,2006, books.google.com,,https://books.google.com/books?hl=en&lr=&id=dQpREAAAQBAJ&oi=fnd&pg=PR5&dq=quantum+computer&ots=1tpw8HYaQd&sig=JwUoAeTxWjLLVTvd5ml4BALxhlQ,57
61,"JR Weber, WF Koehl, JB Varley…",Quantum computing with defects,981,2010, National Acad Sciences, Proceedings of the …,https://www.pnas.org/doi/abs/10.1073/pnas.1003052107,65
4,ND Mermin,Quantum computer science: an introduction,971,2007, books.google.com,,https://books.google.com/books?hl=en&lr=&id=q2S9APxFdUQC&oi=fnd&pg=PP9&dq=quantum+computer&ots=EpvPHPHZv_&sig=XAj2pdn8IjWXMfVVeMqdl2aU18M,54
95,"S Debnath, NM Linke, C Figgatt, KA Landsman…",Demonstration of a small programmable quantum computer with atomic qubits,948,2016, nature.com, Nature,https://www.nature.com/articles/nature18648,105
24,S Lloyd,A potentially realizable quantum computer,940,1993, science.org, Science,https://www.science.org/doi/abs/10.1126/science.261.5128.1569,29
5,"BP Lanyon, JD Whitfield, GG Gillett, ME Goggin…",Towards quantum chemistry on a quantum computer,936,2010, nature.com, Nature …,https://www.nature.com/articles/nchem.483,62
25,"MA Nielsen, IL Chuang",Quantum computation and quantum information,892,2001, almuhammadi.com,,http://almuhammadi.com/sultan/books_2020/Nielsen_Chuang.pdf,37
8,"JA Jones, M Mosca, RH Hansen",Implementation of a quantum search algorithm on a quantum computer,819,1998, nature.com, Nature,https://www.nature.com/articles/30687,30
33,"JI Cirac, P Zoller",A scalable quantum computer with ions in an array of microtraps,766,2000, nature.com, Nature,https://www.nature.com/articles/35007021,31
45,"R Orús, S Mugel, E Lizaso",Quantum computing for finance: Overview and prospects,661,2019, Elsevier, Reviews in Physics,https://www.sciencedirect.com/science/article/pii/S2405428318300571,110
35,"E Rieffel, W Polak",An introduction to quantum computing for non-physicists,657,2000, dl.acm.org, ACM Computing Surveys (CSUR),https://dl.acm.org/doi/abs/10.1145/367701.367709,26
3,"IL Chuang, Y Yamamoto",Simple quantum computer,642,1995, APS, Physical Review A,https://journals.aps.org/pra/abstract/10.1103/PhysRevA.52.3489,21
47,"JA Jones, M Mosca",Implementation of a quantum algorithm on a nuclear magnetic resonance quantum computer,623,1998, pubs.aip.org, The Journal of chemical physics,https://pubs.aip.org/aip/jcp/article-abstract/109/5/1648/529426,23
87,"MA Nielsen, MR Dowling, M Gu, AC Doherty",Quantum computation as geometry,607,2006, science.org, Science,https://www.science.org/doi/abs/10.1126/science.1121541,32
18,M Hirvensalo,Quantum computing,589,2013, books.google.com,,https://books.google.com/books?hl=en&lr=&id=lAmrCAAAQBAJ&oi=fnd&pg=PA1&dq=quantum+computer&ots=hVQklw9A_4&sig=WR3m4ukg-sRRPOzkyVtgY-ZCTdw,49
54,"L Gyongyosi, S Imre",A survey on quantum computing technology,561,2019, Elsevier, Computer Science Review,https://www.sciencedirect.com/science/article/pii/S1574013718301709,94
59,"EG Rieffel, WH Polak",Quantum computing: A gentle introduction,558,2011, books.google.com,,https://books.google.com/books?hl=en&lr=&id=9Cs3AgAAQBAJ&oi=fnd&pg=PP13&dq=quantum+computer&ots=3HAEwcRV5J&sig=plTcW3s0nqBa33mWvCHaJpPjEV4,40
36,"NS Yanofsky, MA Mannucci",Quantum computing for computer scientists,544,2008, books.google.com,,https://books.google.com/books?hl=en&lr=&id=U1chAwAAQBAJ&oi=fnd&pg=PT14&dq=quantum+computer&ots=XuQQ4C4Yt7&sig=wQWpU2nnukmKhnIdt91elzR2iW8,32
72,"S Barz, E Kashefi, A Broadbent, JF Fitzsimons…",Demonstration of blind quantum computing,535,2012, science.org, science,https://www.science.org/doi/abs/10.1126/science.1214707,41
17,C Zalka,Simulating quantum systems on a quantum computer,522,1998, royalsocietypublishing.org, Proceedings of the Royal Society of London …,https://royalsocietypublishing.org/doi/abs/10.1098/rspa.1998.0162,19
22,D McMahon,Quantum computing explained,476,2008, books.google.com,,https://books.google.com/books?hl=en&lr=&id=bDXwFHJNKFAC&oi=fnd&pg=PR5&dq=quantum+computer&ots=iwnC-roGLV&sig=s1ilg5xz1xAi-v8WDvNsWU3NoOk,28
80,"NP De Leon, KM Itoh, D Kim, KK Mehta, TE Northup…",Materials challenges and opportunities for quantum computing hardware,450,2021, science.org, Science,https://www.science.org/doi/abs/10.1126/science.abb2823,112
12,T Hey,Quantum computing: an introduction,425,1999, IET, Computing & Control Engineering Journal,https://digital-library.theiet.org/content/journals/10.1049/cce_19990303,16
66,"TD Ladd, JR Goldman, F Yamaguchi, Y Yamamoto…",All-silicon quantum computer,406,2002, APS, Physical Review Letters,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.89.017901,18
96,WS Warren,The usefulness of NMR quantum computing,380,1997, science.org, Science,https://www.science.org/doi/abs/10.1126/science.277.5332.1688,14
62,"National Academies of Sciences, Engineering, and …",Quantum computing: progress and prospects,364,2018, nap.nationalacademies.org,,https://nap.nationalacademies.org/catalog/25196/quantum-computing-progress-and-prospects,52
53,"B Koiller, X Hu, SD Sarma",Exchange in silicon-based quantum computer architecture,362,2001, APS, Physical review letters,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.88.027903,15
31,TG Draper,Addition on a quantum computer,349,2000, arxiv.org,ph/0008033,https://arxiv.org/abs/quant-ph/0008033,14
90,"JS Otterbach, R Manenti, N Alidoust, A Bestwick…",Unsupervised machine learning on a hybrid quantum computer,344,2017, arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/1712.05771,43
37,"Y Alexeev, D Bacon, KR Brown, R Calderbank, LD Carr…",Quantum computer systems for scientific discovery,312,2021, APS, PRX quantum,https://link.aps.org/doi/10.1103/PRXQuantum.2.017001,78
67,"M Schuld, I Sinayskiy, F Petruccione",Prediction by linear regression on a quantum computer,304,2016, APS, Physical Review A,https://journals.aps.org/pra/abstract/10.1103/PhysRevA.94.022342,34
57,"JD Hidary, JD Hidary",Quantum computing: an applied approach,302,2019, Springer,,https://link.springer.com/content/pdf/10.1007/978-3-030-83274-2.pdf,50
91,"Y Zhou, EM Stoudenmire, X Waintal",What limits the simulation of quantum computers?,300,2020, APS, Physical Review X,https://journals.aps.org/prx/abstract/10.1103/PhysRevX.10.041038,60
100,"S Pezzagna, J Meijer",Quantum computer based on color centers in diamond,282,2021, pubs.aip.org, Applied Physics Reviews,https://pubs.aip.org/aip/apr/article/8/1/011308/238677,70
51,GP Berman,Introduction to quantum computers,282,1998, books.google.com,,https://books.google.com/books?hl=en&lr=&id=S5QJtSYW5LgC&oi=fnd&pg=PA1&dq=quantum+computer&ots=tybTbKDy39&sig=exDecbp3rQQfaWE199qkz3X6Dw0,10
88,"CD Hill, E Peretz, SJ Hile, MG House, M Fuechsle…",A surface code quantum computer in silicon,276,2015, science.org, Science …,https://www.science.org/doi/abs/10.1126/sciadv.1500707,28
50,"N Gershenfeld, IL Chuang",Quantum computing with molecules,268,1998, JSTOR, Scientific American,https://www.jstor.org/stable/26057857,10
82,JA Jones,Quantum computing with NMR,264,2011, Elsevier, Progress in nuclear magnetic resonance spectroscopy,https://www.sciencedirect.com/science/article/pii/S0079656510001111,19
49,"S Somaroo, CH Tseng, TF Havel, R Laflamme…",Quantum simulations on a quantum computer,258,1999, APS, Physical review …,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.82.5381,10
46,"SS Li, GL Long, FS Bai, SL Feng…",Quantum computing,244,2001, National Acad Sciences, Proceedings of the …,https://www.pnas.org/doi/abs/10.1073/pnas.191373698,10
71,"DP DiVincenzo, D Loss",Quantum computers and quantum coherence,238,1999, Elsevier, Journal of Magnetism and Magnetic Materials,https://www.sciencedirect.com/science/article/pii/S0304885399003157,9
84,"D Zhu, NM Linke, M Benedetti, KA Landsman…",Training of quantum circuits on a hybrid quantum computer,235,2019, science.org, Science …,https://www.science.org/doi/abs/10.1126/sciadv.aaw9918,39
23,D Aharonov,Quantum computation,234,1999, World Scientific, Annual Reviews of Computational Physics VI,https://www.worldscientific.com/doi/abs/10.1142/9789812815569_0007,9
30,SR Hameroff,The brain is both neurocomputer and quantum computer,232,2007, Wiley Online Library, Cognitive Science,https://onlinelibrary.wiley.com/doi/abs/10.1080/03640210701704004,13
63,AO Pittenger,An introduction to quantum computing algorithms,232,2012, books.google.com,,https://books.google.com/books?hl=en&lr=&id=kskFCAAAQBAJ&oi=fnd&pg=PR11&dq=quantum+computer&ots=BPX--OWRXs&sig=SJ8k9gJP31MkgplqO0egsWiESWU,18
26,"M Horowitz, E Grumbling",Quantum computing: progress and prospects,232,2019, books.google.com,,https://books.google.com/books?hl=en&lr=&id=jjiPDwAAQBAJ&oi=fnd&pg=PR1&dq=quantum+computer&ots=flR5ymYyaB&sig=yYJZP-I15XmNIQ7PU9yhH_qFIpc,39
29,C Bernhardt,Quantum computing for everyone,219,2019, books.google.com,,https://books.google.com/books?hl=en&lr=&id=SROKDwAAQBAJ&oi=fnd&pg=PR7&dq=quantum+computer&ots=7uVj-MYTHB&sig=ls07GtGXsMitjxh0quJQVW2JneE,36
52,"KL Brown, WJ Munro, VM Kendon",Using quantum computers for quantum simulation,217,2010, mdpi.com, Entropy,https://www.mdpi.com/1099-4300/12/11/2268,14
58,J Preskill,Quantum computing 40 years later,217,2023, taylorfrancis.com, Feynman Lectures on Computation,https://www.taylorfrancis.com/chapters/edit/10.1201/9781003358817-7/quantum-computing-40-years-later-john-preskill,108
48,"BM Boghosian, W Taylor IV",Simulating quantum mechanics on a quantum computer,217,1998, Elsevier, Physica D: Nonlinear Phenomena,https://www.sciencedirect.com/science/article/pii/S0167278998000426,8
42,"V Vedral, MB Plenio",Basics of quantum computation,205,1998, Elsevier, Progress in quantum electronics,https://www.sciencedirect.com/science/article/pii/S0079672798000044,8
75,"F Bova, A Goldfarb, RG Melko",Commercial applications of quantum computing,201,2021, epjqt.epj.org, EPJ quantum technology,https://epjqt.epj.org/articles/epjqt/abs/2021/01/40507_2021_Article_91/40507_2021_Article_91.html,50
38,J Preskill,Quantum computing: pro and con,200,1998, royalsocietypublishing.org, Proceedings of the Royal Society of London …,https://royalsocietypublishing.org/doi/abs/10.1098/rspa.1998.0171,7
9,PW Shor,Quantum computing,199,1998, math.upenn.edu, Documenta Mathematica,https://www2.math.upenn.edu/~ted/210S14/References/Shor.MAN.pdf,7
34,KA Valiev,Quantum computers and quantum computations,188,2005, iopscience.iop.org,Uspekhi,https://iopscience.iop.org/article/10.1070/PU2005v048n01ABEH002024/meta,9
41,"A Litt, C Eliasmith, FW Kroon, S Weinstein…",Is the brain a quantum computer?,175,2006, Wiley Online Library, Cognitive …,https://onlinelibrary.wiley.com/doi/abs/10.1207/s15516709cog0000_59,9
92,"B Georgeot, DL Shepelyansky",Emergence of quantum chaos in the quantum computer core and how to manage it,167,2000, APS, Physical Review E,https://journals.aps.org/pre/abstract/10.1103/PhysRevE.62.6366,7
97,"R Raussendorf, H Briegel",Computational model underlying the one-way quantum computer,167,2001, arxiv.org,ph/0108067,https://arxiv.org/abs/quant-ph/0108067,7
74,"R Van Meter, D Horsman",A blueprint for building a quantum computer,167,2013, dl.acm.org, Communications of the ACM,https://dl.acm.org/doi/abs/10.1145/2494568,14
79,R De Wolf,Quantum computing: Lecture notes,163,2019, arxiv.org, arXiv preprint arXiv:1907.09415,https://arxiv.org/abs/1907.09415,27
78,"J Pachos, P Zanardi",Quantum holonomies for quantum computing,158,2001, World Scientific, International Journal of Modern Physics B,https://www.worldscientific.com/doi/abs/10.1142/S0217979201004836,7
40,E Knill,Quantum computing,154,2010, nature.com, Nature,https://www.nature.com/articles/463441a,10
70,"N Wiebe, DW Berry, P Høyer…",Simulating quantum dynamics on a quantum computer,147,2011, iopscience.iop.org, Journal of Physics A …,https://iopscience.iop.org/article/10.1088/1751-8113/44/44/445308/meta,10
93,"A Bayerstadler, G Becquin, J Binder, T Botter…",Industry quantum computing applications,138,2021, epjqt.epj.org, EPJ Quantum …,https://epjqt.epj.org/articles/epjqt/abs/2021/01/40507_2021_Article_114/40507_2021_Article_114.html,34
69,"D Deutsch, A Ekert",Quantum computation,136,1998, iopscience.iop.org, Physics World,https://iopscience.iop.org/article/10.1088/2058-7058/11/3/31/meta,5
56,"D Herman, C Googin, X Liu, Y Sun, A Galda…",Quantum computing for finance,123,2023, nature.com, Nature Reviews …,https://www.nature.com/articles/s42254-023-00603-1,62
85,"U Alvarez-Rodriguez, M Sanz, L Lamata, E Solano",Quantum artificial life in an IBM quantum computer,120,2018, nature.com, Scientific reports,https://www.nature.com/articles/s41598-018-33125-3,17
86,"M Motta, JE Rice",Emerging quantum computing algorithms for quantum chemistry,120,2022, Wiley Online Library, Wiley Interdisciplinary Reviews …,https://wires.onlinelibrary.wiley.com/doi/abs/10.1002/wcms.1580,40
14,M Mosca,Quantum computer algorithms,118,1999, karlin.mff.cuni.cz,,https://www.karlin.mff.cuni.cz/~holub/soubory/moscathesis.pdf,5
89,J Preskill,Simulating quantum field theory with a quantum computer,116,2018, arxiv.org, arXiv preprint arXiv:1811.10085,https://arxiv.org/abs/1811.10085,17
81,"M Steffen, DP DiVincenzo, JM Chow…",Quantum computing: An IBM perspective,113,2011, ieeexplore.ieee.org, IBM Journal of …,https://ieeexplore.ieee.org/abstract/document/6032777/,8
94,M Homeister,Quantum Computing verstehen,101,2008, Springer,,https://link.springer.com/content/pdf/10.1007/978-3-658-36434-2.pdf,6
20,"G Brassard, I Chuang, S Lloyd…",Quantum computing,100,1998, National Acad Sciences, Proceedings of the …,https://www.pnas.org/doi/abs/10.1073/pnas.95.19.11032,4
28,S Lloyd,The universe as quantum computer,100,2013, World Scientific, … : Understanding and exploring Nature as computation,https://www.worldscientific.com/doi/abs/10.1142/9789814374309_0029,8
77,Y Wang,Quantum computation and quantum information,100,2012, projecteuclid.org,,https://projecteuclid.org/journals/statistical-science/volume-27/issue-3/Quantum-Computation-and-Quantum-Information/10.1214/11-STS378.short,8
60,"T Metodi, AI Faruque, FT Chong",Quantum computing for computer architects,94,2011, books.google.com,,https://books.google.com/books?hl=en&lr=&id=Vj5iDwAAQBAJ&oi=fnd&pg=PR11&dq=quantum+computer&ots=6wqTTXmF8q&sig=DhwKDMghwF1GbG6czcSkUAD-Rfw,7
32,"R Rietsche, C Dremel, S Bosch, L Steinacker…",Quantum computing,78,2022, Springer, Electronic Markets,https://link.springer.com/article/10.1007/s12525-022-00570-y,26
83,"M Lanzagorta, J Uhlmann",Quantum computer science,74,2009, books.google.com,,https://books.google.com/books?hl=en&lr=&id=cZReAQAAQBAJ&oi=fnd&pg=PR13&dq=quantum+computer&ots=5fOlJzbmUK&sig=RSDfPe4Q09CpbvTdE-pk9fx863w,5
