Rank,Author,Title,Citations,Year,Publisher,Venue,Source,cit/year
56,M Weisfeld,The object-oriented thought process,181,2008, books.google.com,,https://books.google.com/books?hl=en&lr=&id=9PIoRAbsmBMC&oi=fnd&pg=PT24&dq=POP+OOP&ots=K8SOwD5PfA&sig=KWIbHTeBwL7joa_kYXhF_5Vy9P8,11
34,"P Fritzson, A Pop, K Abdelhak, A Asghar, B Bachmann…","The OpenModelica integrated environment for modeling, simulation, and model-based development",179,2022, ri.conicet.gov.ar,,https://ri.conicet.gov.ar/handle/11336/204742,60
33,"P Fritzson, P Aronsson, A Pop…","OpenModelica-A free open-source environment for system modeling, simulation, and teaching",172,2006, ieeexplore.ieee.org, … IEEE conference on …,https://ieeexplore.ieee.org/abstract/document/4776878/,9
4,"RS Wiener, LJ Pinson",An introduction to object-oriented programming and C++,169,1988, dl.acm.org,,https://dl.acm.org/doi/abs/10.5555/59907,5
37,"L Mondello, PQ Tranchida, V Stanek, P Jandera…",Silver-ion reversed-phase comprehensive two-dimensional liquid chromatography combined with mass spectrometric detection in lipidic food analysis,157,2005, Elsevier, … of Chromatography A,https://www.sciencedirect.com/science/article/pii/S0021967305011842,8
12,B Stroustrup,What is “object-oriented programming”?,148,1987, Springer,Oriented …,https://link.springer.com/chapter/10.1007/3-540-47891-4_6,4
80,J Rogers,Object-oriented neural networks in C++,140,1997, books.google.com,,https://books.google.com/books?hl=en&lr=&id=nVADWw9_EdwC&oi=fnd&pg=PR9&dq=POP+OOP&ots=Ju5mMrWykH&sig=dbLL_eak5rhhgUcADJL9KJ8uSQM,5
20,"AJ Alencar, JA Goguen",OOZE: An object oriented Z environment,140,1991, Springer,Oriented …,https://link.springer.com/chapter/10.1007/BFb0057022,4
59,"…, P Fritzson, C Paredis, A Pop",Towards unified system modeling and simulation with ModelicaML: modeling of executable behavior using graphical notations,134,2009, researchgate.net, Proceedings 7th Modelica …,https://www.researchgate.net/profile/Peter-Fritzson/publication/228409769_Towards_Unified_System_Modeling_and_Simulation_with_ModelicaML_Modeling_of_Executable_Behavior_Using_Graphical_Notations/links/02bfe512f247c89215000000/Towards-Unified-System-Modeling-and-Simulation-with-ModelicaML-Modeling-of-Executable-Behavior-Using-Graphical-Notations.pdf,8
85,W Silvert,Object-oriented ecosystem modelling,119,1993, Elsevier, Ecological modelling,https://www.sciencedirect.com/science/article/pii/030438009390110E,4
45,"…, P Aronsson, H Lundvall, K Nyström, A Pop…","The OpenModelica modeling, simulation, and development environment",118,0,portal.org,,https://www.diva-portal.org/smash/record.jsf?pid=diva2:743576,0
41,"MD Smith, DJ Robson",Object-oriented programming-the problems of validation,101,1990, ieeexplore.ieee.org, Proceedings. Conference on Software …,https://ieeexplore.ieee.org/abstract/document/131372/,3
61,RO Adlof,Analysis of triacylglycerol positional isomers by silver ion high performance liquid chromatography,98,1995, Wiley Online Library, Journal of high resolution chromatography,https://onlinelibrary.wiley.com/doi/abs/10.1002/jhrc.1240180207,3
27,"LC Herrera, MA Potvin…",Quantitative analysis of positional isomers of triacylglycerols via electrospray ionization tandem mass spectrometry of sodiated adducts,94,2010, Wiley Online Library, Rapid Communications in …,https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/abs/10.1002/rcm.4700,6
52,"A Choudhury, P Pillay…",DC-bus voltage balancing algorithm for three-level neutral-point-clamped (NPC) traction inverter drive with modified virtual space vector,92,2016, ieeexplore.ieee.org, IEEE Transactions on …,https://ieeexplore.ieee.org/abstract/document/7468493/,10
43,"A Pop, D Akhvlediani, P Fritzson",Towards Unified System Modeling with the ModelicaML UML Profile.,86,0,berlin.de,,https://depositonce.tu-berlin.de/bitstream/11303/11414/1/tr-2007-11.pdf#page=21,0
70,A Minkiewicz,Measuring object oriented software with predictive object points,83,1997, researchgate.net, PRICE Systems  LLC,https://www.researchgate.net/profile/Arlene-Minkiewicz/publication/229002349_Measuring_object_oriented_software_with_predictive_object_points/links/545cda3d0cf295b5615e5f68/Measuring-object-oriented-software-with-predictive-object-points.pdf,3
94,"AI Wasserman, P Pircher, RJ Muller",An object-oriented structured design method for code generation,72,1989, dl.acm.org, ACM SIGSOFT Software …,https://dl.acm.org/doi/pdf/10.1145/66051.66053,2
3,"J Dahse, N Krein, T Holz",Code reuse attacks in php: Automated pop chain generation,67,2014, dl.acm.org, Proceedings of the 2014 ACM SIGSAC …,https://dl.acm.org/doi/abs/10.1145/2660267.2660363,6
19,"L Zhang, S Ueno, S Miura, K Sato","Binary Phase Behavior of 1,3-Dipalmitoyl-2-oleoyl-sn-glycerol and 1,2-Dioleoyl-3-palmitoyl-rac-glycerol",63,2007, Springer, Journal of the American Oil Chemists' …,https://link.springer.com/article/10.1007/s11746-006-1034-0,4
55,"H Mizobe, T Tanaka, N Hatakeyama, T Nagai…","Structures and Binary Mixing Characteristics of Enantiomers of 1-Oleoyl-2,3-dipalmitoyl-sn-glycerol (S-OPP) and 1,2-Dipalmitoyl-3-oleoyl-sn-glycerol (R-PPO)",63,2013, Springer, Journal of the American …,https://link.springer.com/article/10.1007/s11746-013-2339-4,5
65,"SA Bea, J Carrera, C Ayora, F Batlle…",CHEPROO: A Fortran 90 object-oriented module to solve chemical processes in Earth Science models,61,2009, Elsevier, Computers & …,https://www.sciencedirect.com/science/article/pii/S0098300408002744,4
14,"J Engelfriet, G Leih, G Rozenberg","Net-based description of parallel object-based systems, or POTs and POPs",60,1991, Springer,Oriented …,https://link.springer.com/chapter/10.1007/bfb0019446,2
44,"JJ Park, TJ Kim, DS Hyun",Study of neutral point potential variation for three-level NPC inverter under fault condition,55,2008, ieeexplore.ieee.org, 2008 34th Annual Conference of …,https://ieeexplore.ieee.org/abstract/document/4758087/,3
77,"A Yazici, M Koyuncu",Fuzzy object-oriented database modeling coupled with fuzzy logic,52,1997, Elsevier, Fuzzy Sets and Systems,https://www.sciencedirect.com/science/article/pii/S0165011496000802,2
22,"L Bayés-García, T Calvet…",Phase behavior of binary mixture systems of saturated-unsaturated mixed-acid triacylglycerols: Effects of glycerol structures and chain–chain interactions,50,2015, ACS Publications, The Journal of …,https://pubs.acs.org/doi/abs/10.1021/acs.jpcb.5b00673,5
23,"L Zhang, S Ueno, K Sato, R Adlof…","Thermal and structural properties of binary mixtures of 1,3-distearoyl-2-oleoyl-glycerol (SOS) and 1,2-dioleoyl-3-stearoyl-             sn             -glycerol (             sn …",44,2009, akjournals.com, Journal of thermal analysis …,https://akjournals.com/view/journals/10973/98/1/article-p105.xml,3
35,JM Chambers,"Object-oriented programming, functional programming and R",43,2014, projecteuclid.org,,https://projecteuclid.org/journals/statistical-science/volume-29/issue-2/Object-Oriented-Programming-Functional-Programming-and-R/10.1214/13-STS452.short,4
32,W Haythorn,What is object-oriented design?,40,1994, haythorn.us, JOOP,https://haythorn.us/wp-content/uploads/2022/09/WhatIsOOD.pdf,1
100,"A Algaith, P Nunes, F Jose, I Gashi…",Finding SQL injection and cross site scripting vulnerabilities with diverse static analysis tools,40,2018, ieeexplore.ieee.org, 2018 14th European …,https://ieeexplore.ieee.org/abstract/document/8530761/,6
60,"E Ikeda, S Ueno, R Miyamoto…","Phase Behavior of a Binary Mixture of 1,3-Dipalmitoyl-2-oleoyl-sn-glycerol and 1,3-Dioleoyl-2-palmitoyl-sn-glycerol in n-Dodecane Solution",40,2010, ACS Publications, The Journal of Physical …,https://pubs.acs.org/doi/abs/10.1021/jp101821c,3
28,TA Cargill,Pi: A case study in object-oriented programming,39,1986, dl.acm.org,oriented …,https://dl.acm.org/doi/abs/10.1145/28697.28733,1
87,"YJ Chen, XH Zhou, B Han, Z Yu, HX Yi, SL Jiang…",Regioisomeric and enantiomeric analysis of primary triglycerides in human milk by silver ion and chiral HPLC atmospheric pressure chemical ionization-MS,38,2020, Elsevier, Journal of Dairy …,https://www.sciencedirect.com/science/article/pii/S0022030220304902,8
50,"A Pop, P Fritzson",Metamodelica: A unified equation-based semantical and mathematical modeling language,37,2006, Springer, Joint Modular Languages Conference,https://link.springer.com/chapter/10.1007/11860990_14,2
57,"Y Zhou, Y Yang, B Xu, H Leung, X Zhou",Source code size estimation approaches for object-oriented systems from UML class diagrams: A comparative study,36,2014, Elsevier, Information and Software …,https://www.sciencedirect.com/science/article/pii/S0950584913001870,3
58,MD Pop,Traffic lights management using optimization tool,35,2018, Elsevier,social and behavioral sciences,https://www.sciencedirect.com/science/article/pii/S1877042818300387,5
54,B Saltzberg,Beautiful oops!,35,2010, mmsjapan.jp,,https://mmsjapan.jp/sites/default/files/beautiful-oops-barney-saltzberg-pdf-download-free-book-896142d.pdf,2
11,"ZZ Abidin, MAA Zawawi",Oop-ar: Learn object oriented programming using augmented reality,32,2020, lamintang.org, International Journal of Multimedia and …,http://lamintang.org/journal/index.php/ijmari/article/view/83,6
73,"M Sasaki, S Ueno, K Sato",Polymorphism and mixing phase behavior of major triacylglycerols of cocoa butter,31,2012, Elsevier, Cocoa butter and related compounds,https://www.sciencedirect.com/science/article/pii/B9780983079125500098,2
7,"R Wiener, LJ Pinson",Fundamentals of OOP and data structures in Java,30,2000, books.google.com,,https://books.google.com/books?hl=en&lr=&id=dJ_DXvFnIgoC&oi=fnd&pg=PR13&dq=POP+OOP&ots=isJTAXZXD1&sig=6WqPOHqy714Dyh5FgR5vz6bD8Ps,1
2,"TA Nguyen, P Kuonen",Programming the grid with pop-c++,29,2007, Elsevier, Future Generation Computer Systems,https://www.sciencedirect.com/science/article/pii/S0167739X0600077X,2
67,"I Kuroda, T Nagai, H Mizobe, N Yoshimura, N Gotoh…",HPLC separation of triacylglycerol positional isomers on a polymeric ODS column,29,2008, Springer, Analytical …,https://link.springer.com/article/10.2116/analsci.24.865,2
42,HA Kurdi,Review on aspect oriented programming,27,2013, Citeseer, International Journal of Advanced Computer Science …,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=b276fcb4a12fca35fff4fbed51b8714e2906d62b#page=35,2
40,"L Zhang, S Ueno, K Sato",Binary phase behavior of saturated-unsaturated mixed-acid triacylglycerols—A review,26,2018, jstage.jst.go.jp, Journal of Oleo Science,https://www.jstage.jst.go.jp/article/jos/67/6/67_ess17263/_article/-char/ja/,4
51,"A Pop, M Sjölund, A Ashgar, P Fritzson, F Casella",Integrated debugging of Modelica models,25,0,journal.no,,https://www.mic-journal.no/ABS/MIC-2014-2-3.asp/,0
76,"M Badu, AMJ Awudza","Determination of the triacylglycerol content for the identification and assessment of purity of shea butter fat, peanut oil, and palm kernel oil using maldi-tof/tof mass …",24,2017, Taylor & Francis, International Journal of Food Properties,https://www.tandfonline.com/doi/abs/10.1080/10942912.2016.1155056,3
71,"…, M Sjölund, A Asghar, A Pop…",API for accessing OpenModelica models from Python,21,2016, researchgate.net, Proceedings of 9th …,https://www.researchgate.net/profile/Adrian-Pop-8/publication/329784739_API_for_Accessing_OpenModelica_Models_from_Python/links/5d1c938492851cf440609628/API-for-Accessing-OpenModelica-Models-from-Python.pdf,2
75,"…, A Mengist, L Buffoni, M Sjölund, A Asghar, A Pop…",Omjulia: An openmodelica api for julia-modelica interaction,16,2019, openarchive.usn.no,,https://openarchive.usn.no/usn-xmlui/handle/11250/2645416,3
29,"W Wang, X Ji, Y Wang",Object-oriented programming in boundary element methods using C++,16,1999, Elsevier, Advances in Engineering software,https://www.sciencedirect.com/science/article/pii/S0965997898000507,1
92,"T Nagai, T Kinoshita, E Kasamatsu, K Yoshinaga…",Simultaneous quantification of mixed-acid triacylglycerol positional isomers and enantiomers in palm oil and lard by chiral high-performance liquid …,14,2020, mdpi.com, Symmetry,https://www.mdpi.com/2073-8994/12/9/1385,3
47,J Lie,Introduction to the Globalization of K-pop: Local and Transnational Articulations of South Korean Popular Music,13,2013, academia.edu,Currents: East Asian History and Culture Review,https://www.academia.edu/download/32801979/Introduction.pdf,1
53,"J Macridachis, L Bayes-Garcia…",Mixing phase behavior of tripalmitin and oleic-rich molecular compound-forming triacylglycerols,11,2021, ACS Publications, Industrial & Engineering …,https://pubs.acs.org/doi/abs/10.1021/acs.iecr.1c00324,3
18,"Y Hosanee, S Panchoo",An enhanced software tool to aid novices in learning Object Oriented Programming (OOP),10,2015, ieeexplore.ieee.org, 2015 International Conference on …,https://ieeexplore.ieee.org/abstract/document/7374197/,1
63,"L Zhang, KJ Wei, JC Chen, M Xiong, X Li…",Effect of Cis–Trans Isomerization on the Crystallization Behavior of Triacylglycerols,10,2020, ACS Publications, Crystal Growth & …,https://pubs.acs.org/doi/abs/10.1021/acs.cgd.9b01406,2
72,A Sloman,The Evolution of Poplog and Pop-11 at Sussex University,9,1989, cs.bham.ac.uk,11 Comes of Age: The Advancement of an AI …,https://www.cs.bham.ac.uk/research/projects/cogaff/sloman.pop11.pdf,0
21,"C Pop, D Moldovan, M Antal, D Valea…",M2O: A library for using ontologies in software engineering,8,2015, ieeexplore.ieee.org, 2015 IEEE …,https://ieeexplore.ieee.org/abstract/document/7312608/,1
13,RB Nagineni,A Research on Object Oriented Programming and Its Concepts,6,2021, academia.edu, International Journal,https://www.academia.edu/download/66253813/ijatcse401022021.pdf,2
89,"F Martinelli, P Mori, A Saracino…",Obligation management in usage control systems,6,2019, ieeexplore.ieee.org, 2019 27th Euromicro …,https://ieeexplore.ieee.org/abstract/document/8671586/,1
96,"HK Lee, TG Kim, JJ Lee",Development of an object-oriented finite element model through iterative method ensuring independency of elements,6,2012, koreascience.kr, Journal of the Korean Society of …,https://koreascience.kr/article/JAKO201211666470765.page,0
84,J Friedrich,"The Advantages of Object-Oriented Modelling for BEM Coding demonstrated for 2D Laplace, Poisson, and Diffusion Problems using Dual Reciprocity Methodology",6,1970, witpress.com, WIT Transactions on Modelling and Simulation,https://www.witpress.com/elibrary/wit-transactions-on-modelling-and-simulation/11/9987,0
74,DP Pop,Designing an object relation mapping system in php,4,2011, rau.ro, Journal of Information Systems & Operations …,https://web.rau.ro/websites/jisom/Jisom_pdf/JISOMVol5No1.pdf#page=207,0
46,A Dingle,Object-Oriented Design Choices,3,2021, taylorfrancis.com,,https://www.taylorfrancis.com/books/mono/10.1201/9781003013488/object-oriented-design-choices-adair-dingle,1
88,"D Woldegiorgis, HA Mantooth",A modified neutral-point voltage control strategy for three-level inverters based on decomposition of space vector diagram,3,2022, ieeexplore.ieee.org, CES Transactions on Electrical …,https://ieeexplore.ieee.org/abstract/document/9814989/,1
6,BL Cooper,Alley Oop: 30 One-Hit Wonders—US Pop!,3,2021, Taylor & Francis, Popular Music and Society,https://www.tandfonline.com/doi/full/10.1080/03007766.2019.1678332,1
86,"C Pop, A Craciun, C Knoblau, M Antal…",Semantic data factory: A framework for using domain knowledge in software application development,3,2017, ieeexplore.ieee.org, 2017 13th IEEE …,https://ieeexplore.ieee.org/abstract/document/8116978/,0
98,"M Mintchev, G Succi",Comparative Metrics in Procedure-Oriented and Object-Oriented Software Implementation of a Simple Single-Input-Single-Output Digital Process Control Problem in …,2,1999, cris.unibo.it, International Journal of Information Theories …,https://cris.unibo.it/handle/11585/905335,0
95,"D Moldovan, C Pop, M Antal, T Cioara…",Swag: Semantic web application generator-a library for using ontologies as web services,2,2016, ieeexplore.ieee.org, 2016 IEEE 12th …,https://ieeexplore.ieee.org/abstract/document/7737130/,0
78,"C Sabo, PC Pop, H Vălean, D Dănciulescu",An innovative approach to manage heterogeneous information using relational database systems,2,2017, Springer, Intelligent Systems Design …,https://link.springer.com/chapter/10.1007/978-3-319-53480-0_1,0
62,"L Bayés‐García, K Sato, L Zhang…",Formation mechanisms of molecular compound in saturated‐unsaturated mixed‐acid triacylglycerols mixture systems and its edible applications,2,2024, Wiley Online Library, Journal of the …,https://aocs.onlinelibrary.wiley.com/doi/abs/10.1002/aocs.12776,2
93,F Nayebi,Swift 3 Functional Programming,2,2016, dl.acm.org,,https://dl.acm.org/doi/abs/10.5555/3056004,0
1,"DP Pop, EC Butoiu","AN ANALISYS OF RDBMS, OOP AND NOSQL CONCCEPTS.",2,2015, search.ebscohost.com, Journal of Information Systems & …,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=18434711&AN=113415454&h=UA1miBvkRBbLDdwOGf8bcNjtLjfblO7HMJiyEXnLRggdn7gwwtXKpZRtv6cE44F9x9m5uDtpY2G2DIQj6xJZvQ%3D%3D&crl=c,0
36,"D Palanciuc, F Pop",Implementing Replication of Objects in DOORS—The Object-Oriented Runtime System for Edge Computing,1,2021, mdpi.com, Sensors,https://www.mdpi.com/1424-8220/21/23/7883,0
8,HJ Borron,Beyond OOP (1): Multidimensional Object Behavior Modeling,1,1997, inria.hal.science,,https://inria.hal.science/inria-00073532/,0
79,"T Schmidt, C Juday, P Patel, T Karmarkar…",Expanding the Catalog of Patient and Caregiver Out-of-Pocket Costs: A Systematic Literature Review,1,2024, liebertpub.com, Population Health …,https://www.liebertpub.com/doi/abs/10.1089/pop.2023.0238,1
48,HJ Borron,Beyond OOP:(2) Inheritance for Multidimensional Objects,1,1997, inria.hal.science,,https://inria.hal.science/inria-00073531/,0
10,A Rosa,Advanced OOP and new syntax patterns for Javascript,0,2023, hal.science,,https://hal.science/hal-03947913/document,0
24,"EV Yadav, V Yadav, R Singh",… & RESEARCH TECHNOLOGY INTRODUCING NEW OO METRIC FOR SIMPLIFICATION IN PREDICTIVE OBJECT POINTS (POP) ESTIMATION PROCESS IN …,0,0, Citeseer,EV Yadav  V Yadav,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=0f66b1accbdfc7dae9e6233ddea03557a32748c4,0
9,"POP Dragos-Paul, EC BUTOIU","An Analisys Of Rdbms, Oop And Nosql Conccepts",0,2015, rebe.rau.ro, Journal of Information Systems & …,http://www.rebe.rau.ro/RePEc/rau/jisomg/SU15/JISOM-SU15-A17.pdf,0
5,"S Jain, R Singh",Predictive Object Point Metrics (POP): A better Size Estimator for OO Software,0,0, ewr1.vultrobjects.com,S Jain,https://ewr1.vultrobjects.com/ired/papers/1562/2f36b4cee57e907f36c74c39345fc9dc.pdf,0
39,"OS cation Examples, E el Stack Example",Object-Oriented Design and Programming,0,0, Citeseer,OS cation Examples,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=1ec545284d99a1a0eb19c70fb030e89e9f94ff96,0
66,HF Pop,A Tutorial on Object-Oriented Functional Programming,0,2007, Springer, Central European Functional Programming School,https://link.springer.com/chapter/10.1007/978-3-540-88059-2_6,0
64,"DA POP, GR MOCANU…",OBJECT ORIENTED PROGRAMMING (OOP) BEHAVIOR OF PHYSICS PARTICLES,0,0,mam.utcluj.ro,,https://atna-mam.utcluj.ro/index.php/Acta/article/view/230,0
69,MSPFA Pop,Bootstrapping a Compiler for an Equation-Based Object-Oriented Language,0,0, academia.edu,,https://www.academia.edu/download/39162092/5411b2180cf2b4da1bec6708.pdf,0
81,PC Haven,"Oops... they did it again: pop music nostalgia, collective (re) memory, and post-teeny queer music scenes",0,2020, repositories.lib.utexas.edu,,https://repositories.lib.utexas.edu/items/2ee6ce3d-1979-4024-a4a0-e59037775387,0
83,A Pop,BÄ* FÄFÄFÄ** Integrated Model-driven Development Environments* for* Equation-based Object-oriented Languages,0,0, ida.liu.se,,https://www.ida.liu.se/~adrpo33/phd/adrpo-PhDThesis.doc,0
90,"P Gamazo, SA Bea, CA JesusCarrera, F Batlle…",A Fortran 90 object-oriented tool for geochemical processes,0,2009, Citeseer, Workshop TRePro …,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=81cf6ee2ebf5aaca80c57d489ccd048dea6bc054#page=47,0
91,B Moradi,Program Maintenance and Code Reuse: Object Oriented Versus Procedure Oriented Programming,0,1992, digitalcommons.lindenwood.edu,,https://digitalcommons.lindenwood.edu/theses/1083/,0
99,"J Chen, L Zhang, X Guo, J Qiang, Y Cao, S Zhang…",Influence of triacylglycerol structure on the formation of lipid oxidation products in different vegetable oils during frying process,0,2024, Elsevier, Food Chemistry,https://www.sciencedirect.com/science/article/pii/S0308814624034332,0
